clade	ac351	ac352	ac353	ac354	ac355	ac356	ad363	ad364	ad365	ad366	ad367	ad368	am357	am358	am359	am360	am361	am362	amd782	amd783	amd784	amd785	amd786	amd787	bc351	bc352	bc353	bc354	bc355	bc356	bd363	bd364	bd365	bd366	bd367	bd368	bm357	bm358	bm359	bm360	bm361	bm362	bmd782	bmd783	bmd784	bmd785	bmd786	bmd787
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30454|s__GGB30454_SGB43514	0	0	0	17749	0	0	336132	411006	579430	367870	220792	92409	0	0	0	0	0	28980	0	30637	2709	0	24359	0	10434	7113	0	2516	0	43536	121881	39696	130268	96508	97017	370378	325	20130	7327	2141	2908	30318	41990	45018	14680	82228	35326	17455
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30454|s__GGB30454_SGB43516	36896	6390	388825	23237	0	0	22698	0	0	14487	3055	403	0	20434	227349	406742	199348	0	1751	12145	21755	37277	3328	0	0	0	0	20160	385	0	53669	5166	0	0	0	249279	0	50498	107440	14200	19501	0	107364	73437	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30455|s__GGB30455_SGB43519	19705	8393	102603	22968	5373	667	153774	126734	37208	100408	19960	4832	0	0	160460	38451	23725	40574	82807	191463	37148	40184	78441	79919	41587	14358	20567	5477	4899	0	25278	8583	12662	8847	8183	140955	0	61517	60110	2887	18279	14379	45977	28839	22870	13400	13504	5325
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30456|s__GGB30456_SGB43520	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33524	0	6706	1129
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30457|s__GGB30457_SGB63218	0	0	0	11833	0	8310	8284	15787	76832	21277	3422	0	0	2240	0	9548	0	0	0	0	0	22887	32218	56704	64472	43893	0	5074	0	0	3283	0	0	6350	289	54902	0	2092	36722	677	20786	0	23569	17419	37976	20418	94953	22228
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30460|s__GGB30460_SGB63207	0	0	0	56572	0	445	160519	356199	1158223	3213932	1096747	341346	261658	73070	310868	58095	0	996843	1112584	899458	726554	376110	830441	230986	0	0	0	12334	64075	118328	121926	0	6853	43398	72289	40160	52086	616	48225	7116	21736	0	72471	73540	0	30	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30461|s__GGB30461_SGB43527	71583	42999	285351	173514	108864	29019	192765	447073	116943	163634	42276	24719	0	0	0	0	0	0	4365	119920	0	0	5858	1138	0	0	223150	175367	172767	77218	101717	36855	211887	40729	15501	523037	63530	121305	51831	28773	73372	89957	9161	28638	109045	13249	9436	7859
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30461|s__GGB30461_SGB43530	0	0	0	9280	0	0	72748	155206	294950	162715	17892	8949	0	0	0	66148	96165	21409	10347	122086	16789	12272	95776	11377	4636	19833	0	1423	0	0	92200	16292	52592	100869	23936	100093	0	132554	283916	25218	41291	8741	43196	34914	872453	1485	340150	186736
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30461|s__GGB30461_SGB43533	0	0	0	0	0	0	0	0	0	0	0	1143	8517	15104	57854	180318	267535	0	0	0	0	194786	969347	308787	0	8513	0	0	0	0	0	0	0	0	0	0	0	61281	10158	14149	42610	0	0	0	0	32205	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30461|s__GGB30461_SGB63209	24255	10078	12048	30570	3822	6141	25449	15319	56387	19604	10113	1585	16788	64260	124193	6409	39752	14604	861	27686	28972	79293	3807	10428	27572	64920	81507	66507	15445	43154	25489	443	18248	2480	9369	212194	21013	147092	93869	19596	76412	23593	11046	11299	45270	8139	1514	708
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30463|s__GGB30463_SGB102197	0	507	12507	1656	0	0	19530	10184	7745	22078	4989	0	0	0	2417	0	22	0	2245	924	0	47	5253	3947	6280	1273	0	1003	0	0	4617	2676	1927	3951	1645	29261	23	26516	16909	654	10920	0	9772	8214	14872	0	5833	5949
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30463|s__GGB30463_SGB43537	0	0	0	5927	0	0	9342	14931	5216	25026	9064	13469	0	0	2390	0	35765	3760	30512	308	1008	0	14578	1675	2259	5556	0	0	0	0	0	12499	119	3785	724	11157	177	7596	4634	364	85	531	15423	24658	9148	1111	8289	4484
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30464|s__GGB30464_SGB43538	0	0	0	8668	0	0	20782	86693	21109	46164	44481	282	1566	0	0	0	9594	0	57811	3544	0	771	5001	0	0	0	0	2012	23804	19251	21976	11587	1364	3063	895	19003	0	407	2107	6006	0	0	4360	9075	8669	0	7001	2870
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30468|s__GGB30468_SGB43552	6156	1437	13056	2835	0	0	25339	20186	4162	20143	5198	612	0	3580	19369	0	1760	618	595	17329	3439	1170	7731	5094	23881	2392	19123	2806	1122	0	0	0	2195	337	1480	4572	0	19599	36163	222	2358	4140	3238	4168	12941	0	13529	4091
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30473|s__GGB30473_SGB43557	6301	61193	140212	57687	30487	13401	86220	89693	74271	117947	72599	2754	8185	1533	23574	163724	34969	28045	17915	79093	72691	82422	103381	66404	62097	119165	90496	62303	76749	26814	106517	53928	52745	99251	44205	106755	21136	80203	47091	61326	63265	38264	103480	95336	108255	82256	39347	34122
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30475|s__GGB30475_SGB63182	22605	2583	23559	13983	13361	1698	6279	3782	4711	9430	20415	5986	10340	4400	6315	6682	21056	19473	15877	27216	603	23754	116819	27977	575	996	5210	4530	1452	762	9183	712	5572	1566	1813	34341	0	6118	2542	589	2523	1132	2777	4540	8756	6150	10900	7188
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB3171|s__GGB3171_SGB4185	718	949	0	0	0	0	2111	0	7901	0	255	252	0	0	0	0	0	0	0	0	0	0	0	0	585	0	0	112	0	0	0	0	0	0	0	0	6810	741	0	0	1479	0	0	44	45615	875	33855	3254
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB45514|s__GGB45514_SGB63186	1038	0	32493	29168	0	3437	48749	58806	19616	44825	14199	8063	902	12163	62017	46470	55340	5640	14783	27076	683	34619	90390	32537	421	18184	26056	13911	11829	0	12633	718	9495	5853	13042	159699	0	127729	149327	23262	29639	14474	8680	8648	18723	6387	4028	4151
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB45532|s__GGB45532_SGB63210	0	0	0	0	346	0	0	33949	0	537	3604	533	1259	0	0	0	230	0	0	7406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1335	7604	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB45536|s__GGB45536_SGB63216	2881	3548	91093	1747	4164	0	7218	14876	17874	3247	4441	595	2099	1081	24701	3394	8395	1820	472	1696	0	11863	2915	581	17255	5999	23050	602	0	0	2801	326	0	0	299	13771	0	0	122	0	0	3378	7149	4843	20293	0	5705	1907
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB45624|s__GGB45624_SGB63337	0	1804	3948	0	0	0	731	0	0	0	0	0	0	0	2913	0	0	0	0	0	0	0	0	395	19277	0	0	0	0	0	1584	0	0	0	0	6384	0	6626	5824	836	294	0	1509	1222	4913	0	1050	457
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB74395|s__GGB74395_SGB43521	277	0	0	43013	0	0	567096	966796	96071	740499	802610	148584	0	0	48756	24314	305514	439367	5260	1036046	2026	50218	2116359	766	54141	119300	0	9552	0	0	420990	111	146454	0	268909	2812099	0	1358884	454967	105472	275343	83607	8110	34855	35242	281183	107782	56503
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB74395|s__GGB74395_SGB43523	5204	14814	38281	21544	17146	5912	39409	109784	31062	59822	26264	8948	9088	4256	14241	365	5098	3809	4644	11325	10146	1479	16445	13171	31332	20910	83172	84637	26929	24233	93958	101987	5429	63233	6980	259657	250	147584	106003	40722	41731	27842	24712	21871	18883	21202	8566	2232
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB74407|s__GGB74407_SGB43540	43691	4660	765816	31199	36575	90295	0	0	0	0	748	12377	322303	82893	29216	0	0	0	0	0	0	0	0	0	76863	68293	315939	8198	0	0	0	0	182046	0	0	0	0	0	0	0	0	83507	0	1972	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB75053|s__GGB75053_SGB43494	0	0	0	15836	0	0	9386	43342	0	10375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48704	4718	0	918	0	0	75356	29404	0	1244	558	54081	0	8912	9446	13990	14621	0	73053	69364	949	9557	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Neglectibacter|s__Neglectibacter_sp_X4	0	0	10092	8562	0	0	1718	2361	948	5250	3534	3534	0	0	0	6051	0	4906	40025	46369	0	0	0	0	15407	4105	2049	544	1409	0	2907	27	1234	0	1365	28247	0	8979	3827	0	447	0	2428	1894	0	303	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_SGB43496	0	0	4392	4825	0	0	2442	4387	33388	1059	218	0	0	0	0	29788	997	0	0	0	719	23744	78052	0	0	11850	0	0	0	0	1023	5712	65054	10627	0	23319	0	90119	119250	10299	42760	18730	12539	10067	462334	4499	272194	120013
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified|s__Oscillospiraceae_bacterium	10116	0	20513	28085	45087	3747	81507	108390	35943	166630	50611	26977	1135	9144	124483	120547	43750	43086	63364	91612	125957	69987	505446	113847	38651	34699	12534	15735	48546	13082	33916	11800	40666	26453	14587	100049	2424	78365	54231	6953	31537	9752	109550	84685	489975	37314	62580	127370
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified|s__Oscillospiraceae_unclassified_SGB43502	8720	69865	366776	21289	0	0	231089	208778	193438	578596	233671	95322	197486	0	1705	3252	0	274361	25717	352811	85495	181959	0	0	43807	7160	15445	3448	3564	50397	51277	58817	124212	161730	38862	272556	9675	123615	220437	36405	0	22430	62095	47883	5629	2310	156179	78835
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified|s__Oscillospiraceae_unclassified_SGB43505	0	0	11435	0	0	0	1884	1603	1674	1161	0	0	0	0	0	0	0	277	0	283	29344	0	1413	1805	0	0	533	0	0	0	173	0	340	0	0	413	0	3215	567	0	0	0	0	0	6085	0	21772	7076
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified|s__Oscillospiraceae_unclassified_SGB43526	36167	371	394334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4154	97991	0	1228	77929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45939	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified|s__Oscillospiraceae_unclassified_SGB43542	0	0	0	652	0	0	2624	2159	916	7124	120	0	0	0	0	0	0	0	0	0	0	0	0	0	4261	2123	0	621	0	0	0	0	0	0	0	1769	153	22458	4656	0	0	0	215	0	2818	568	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified|s__Oscillospiraceae_unclassified_SGB63230	0	0	46	939	0	0	2107	2881	24887	2385	280	731	0	0	0	0	0	0	0	0	0	0	0	0	0	13196	0	0	0	0	504	0	10848	0	0	225	0	12238	3065	0	138	6908	581	1527	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified|s__Oscillospiraceae_unclassified_SGB94989	0	0	0	0	0	0	0	631	0	0	0	0	35858	5716	1158	0	0	0	0	0	1433	0	18836	64	20463	0	0	0	0	0	0	0	0	0	0	198	0	1359	0	0	0	0	0	0	6324	0	528	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Pumilibacteraceae|g__Anaerocaecibacter|s__Anaerocaecibacter_sp_CLA_AA_M11	0	0	0	0	0	0	0	0	0	0	0	0	377	1390	26311	1108	17816	0	0	9110	1413	7884	6533	2150	0	0	8369	0	0	354	0	0	0	0	225	0	0	1137	0	0	94	712	1436	224	248	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Pumilibacteraceae|g__GGB28428|s__GGB28428_SGB41011	973	1068	37380	2048	0	0	11539	10471	2255	23349	8932	4278	0	0	0	0	0	0	0	376	0	0	0	0	0	0	9249	20	0	613	1020	249	119	0	0	555	0	0	0	0	0	981	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Pumilibacteraceae|g__GGB28430|s__GGB28430_SGB41013	0	0	0	0	0	0	0	0	0	2509	1121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1272	0	0	0	0	0	0	307	0	0	647
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Pumilibacteraceae|g__GGB28431|s__GGB28431_SGB41014	2283	274	7834	0	972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2653	0	0	0	1557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1616	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Pumilibacteraceae|g__GGB28436|s__GGB28436_SGB41019	0	0	0	0	0	0	0	0	0	283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1243	0	0	0	0	0	0	0	0	16738	0	7379	3894
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Pumilibacteraceae|g__Pumilibacter|s__Pumilibacter_sp_CLA_AA_M08	0	0	4702	163	0	0	0	1437	0	0	700	0	0	0	0	0	0	0	0	5476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	1024	141	0	0	0	0	0	894	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Pumilibacteraceae|g__Pumilibacter|s__Pumilibacter_sp_CLA_AA_M10	197	2587	2435	1383	0	0	604	1055	0	237	0	0	730	0	516	0	0	22	507	155	354	0	959	0	0	805	8574	0	0	0	0	0	0	0	0	421	0	3672	69	0	0	558	444	68	2710	406	0	1054
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Clostridium_cocleatum	0	0	0	0	2404	2707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1989	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_unclassified|s__Erysipelotrichaceae_bacterium	2740093	2807277	666168	5547358	2411844	8304829	264144	0	929270	677945	2259449	7455454	3871062	712390	700819	1225745	3427810	3579642	3414796	1353032	564148	615166	613712	1046158	0	0	148638	478330	522773	946275	2568110	0	656159	478862	4957804	2296362	550379	0	0	0	0	225302	963555	1265942	416838	0	1719256	989906
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_unclassified|s__Erysipelotrichaceae_bacterium_NYU_BL_F16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	472103	248966	148671	791207	917923	1025179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1050	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalibaculum|s__Faecalibaculum_rodentium	0	0	0	0	0	0	0	0	0	0	0	0	0	40223	79896	0	0	0	0	0	0	182459	159603	246823	313868	295542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7370	459497	28277	12497
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__GGB29468|s__GGB29468_SGB42247	275946	167788	3452	380323	106540	978379	3316	7487	3234	9260	30092	38003	311957	172714	104716	66738	71596	367786	397063	204328	134342	0	0	0	0	0	128945	425694	713123	1050816	93240	3006	27512	18072	45593	18704	499475	36082	22159	73664	138755	44748	2306	39511	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichales_unclassified|g__Erysipelotrichales_unclassified|s__Erysipelotrichales_bacterium	0	0	0	0	0	0	0	442	0	0	0	0	0	0	0	0	2508	1571	456	0	0	6330	1163	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2314	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichales_unclassified|g__GGB31171|s__GGB31171_SGB44462	0	0	0	0	0	0	0	768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Turicibacteraceae|g__Turicibacter|s__Turicibacter_sp_1E2	90867	13465	8606	7395	3463	10717	24458	11741	1718	4485	4847	7256	146	0	0	311	11798	603	0	0	0	0	0	0	0	305	361	664	138	0	1955	0	1368	942	0	460	2845	0	0	1018	498	364	0	0	928	0	1244	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderiaceae_unclassified|s__Burkholderiaceae_bacterium	24205	77824	8453	160138	121935	187674	27516	23208	7940	22995	28667	30279	121151	146318	219434	109664	34224	56531	64522	84121	74390	100668	22668	75398	0	0	136100	192566	350164	287809	35467	29002	18939	53971	22129	12558	131177	12272	9912	23201	26780	36059	19491	30885	0	55262	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella|s__Parasutterella_excrementihominis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86998	0	76218	88505
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Turicimonas|s__Turicimonas_muris	28906	122624	35260	23707	1190	3302	44299	9452	69125	9263	6068	18287	0	56203	14315	126774	55366	6119	70340	44805	74913	35796	6364	27516	84712	89439	0	9505	36906	25914	38191	20438	2571	25106	78643	31233	1104	33911	11820	48922	64067	3924	94558	48750	0	63138	0	0
k__Bacteria|p__Proteobacteria|c__CFGB28310|o__OFGB28310|f__FGB28310|g__GGB28310|s__GGB28310_SGB40880	0	0	180	273372	21869	121953	155807	161408	819347	117473	752204	106455	0	0	0	153299	183613	488134	133356	321776	175804	245485	618609	106046	228434	107419	56183	213173	93641	99337	403549	97401	383383	109712	136748	731432	138534	395893	167928	97259	116268	55590	82846	157589	0	138011	0	0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Helicobacter|s__Helicobacter_hepaticus	14273	6146	7218	6555	12457	0	7030	20765	20278	38226	21341	5343	0	298	5855	3564	22211	14773	2614	21408	10335	7017	11273	2532	0	0	1203	991	3030	1125	17937	20058	2949	1979	4527	11260	7224	1410	9002	8201	1683	1512	9097	7169	0	18450	0	0
k__Bacteria|p__Tenericutes|c__CFGB1791|o__OFGB1791|f__FGB1791|g__GGB31312|s__GGB31312_SGB44628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia|s__Akkermansia_muciniphila	1558274	1851085	0	403990	1651059	36573	0	0	27284	0	2467	0	4073316	2055764	1386510	5544	964	1792	143852	11121	14958	1822	8903	5457	179617	36703	0	478288	428488	343967	0	0	0	962	3241	2938	2461728	0	0	0	0	16121	0	31725	19259	2214	30637	7665
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudolongum|t__SGB17279	651825	392887	37272	432540	162133	418533	742629	0	169460	76198	553482	1909125	102218	5857	9542	953261	835110	3430024	3769431	1804029	1775637	782209	839649	920239	117724	236346	248	2521	746	0	67665	0	65907	13367	0	0	144	0	0	0	0	17335	0	8286	190579	0	292013	78326
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_mastitidis|t__SGB17079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Curtobacterium|s__Curtobacterium_flaccumfaciens|t__SGB16806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB77153|o__OFGB77153|f__FGB77153|g__GGB30861|s__GGB30861_SGB44083|t__SGB44083	11618	9236	13765	8920	1411	11324	6821	4343	3195	670	10898	23748	175	6013	9485	19759	72071	113689	35196	23897	4910	94137	137018	62228	3051	12612	0	4193	8450	5662	30098	4808	8273	7046	40093	12799	2286	6048	887	7014	4026	1814	12627	8728	9478	69171	78673	59932
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Granulimonas|s__Granulimonas_faecalis|t__SGB33580	753345	394924	9298	174669	49213	747984	109452	0	100610	61726	192550	765786	15344	39511	23209	57992	206361	269207	97427	27903	39460	126292	195772	195278	0	0	43354	76117	99946	165438	1094016	10749	537271	170406	335383	392675	28269	124193	50753	172576	417483	166982	164221	134573	0	1005464	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Coriobacteriaceae_unclassified|s__Coriobacteriaceae_bacterium|t__SGB42958	170410	311285	34254	49432	38030	378208	49784	51405	50624	18998	39452	92683	273378	11074	22131	54127	32104	100946	115083	29305	17969	96844	169550	60327	0	0	38318	37857	50531	103600	142163	37742	85450	25180	96644	117725	36599	57736	19032	52786	69998	21468	52307	25938	55871	266981	248498	55294
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Parvibacter|s__Parvibacter_caecicola|t__SGB33555	7399	118901	7874	24243	11232	113607	9554	8790	5972	4831	12030	50005	4438	9532	10709	16453	72045	146800	72463	9559	6387	19220	64040	42360	17431	40107	9208	4380	4673	8005	49467	10792	9024	4903	35351	27229	223	9512	998	12820	16840	4972	12610	8352	0	179462	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia_caecimuris|t__SGB14802	114823	249152	56519	94005	62984	396500	146939	108045	75208	51537	106524	318416	22869	82	213	182307	244975	529122	298502	71424	49556	116132	428315	134623	120562	356455	69380	33116	29121	49707	340927	156858	144431	54291	228126	265808	8296	94569	16449	82931	87806	59706	245932	102647	59515	787792	169913	52549
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia_mucosicola|t__SGB33554	182351	453941	52994	103697	57087	449912	81058	50474	60718	19438	34851	121822	211680	13231	19739	177682	330588	428577	424427	86286	44668	246824	593796	256790	0	0	55408	38537	63927	93314	153247	21750	84518	35340	165750	161630	50035	65563	14208	47188	86546	39918	112267	51172	284904	267645	899942	268113
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia_muris|t__SGB33553	550226	660106	86212	109182	43055	543746	23306	19774	79439	15524	65425	245873	173841	22982	78848	13264	12729	47159	69254	17186	8989	80858	152050	71874	74088	113936	46158	33820	50955	89953	81177	21046	32829	10178	56057	68492	23890	39589	10266	25504	55161	18282	37955	24951	0	197384	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia_sp_DSM_108611|t__SGB86230	66753	157592	15264	33253	27247	166442	14300	14412	4672	5408	14181	41669	516	2272	1338	40108	90454	114444	111634	15338	15978	33874	90745	45922	17899	34407	5344	4838	6341	8726	61213	24410	9550	7018	45043	31224	711	17251	2738	20842	26267	3300	30362	15773	35923	174301	101608	39304
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__GGB22635|s__GGB22635_SGB63107|t__SGB63107	11592	18089	8273	10919	24392	47833	11291	8562	14747	1018	5689	14146	49699	0	2568	7392	19255	42566	47256	13456	5341	19549	62087	19199	4083	14965	792	1145	2037	39	10956	2140	5841	727	7906	8005	178	8761	865	4423	4813	1378	7931	3412	12440	39308	46893	17701
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__GGB30045|s__GGB30045_SGB42945|t__SGB42945	0	192	5040	20134	955	65172	5714	16239	0	3477	21265	20772	0	0	0	306	3280	17472	2869	3712	2047	1560	11266	1879	8778	17046	0	133	280	0	7484	0	445	0	1908	2582	0	207	0	430	0	0	543	1869	0	484	0	0
